date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:32:04	124991/124991	---M--	200	added ('OK')	image/jpeg	etag:%221e83f-5707136b4fec0%22	https://preview.colorlib.com/theme/travello/images/about.jpg	C:/Users/vyshn/Downloads/demoweb/preview.colorlib.com/theme/travello/images/about.jpg	(from https://preview.colorlib.com/theme/travello/about.html)
15:32:05	120570/120570	---M--	200	added ('OK')	image/jpeg	etag:%221d6fa-5707136b4fec0%22	https://preview.colorlib.com/theme/travello/images/about_1.jpg	C:/Users/vyshn/Downloads/demoweb/preview.colorlib.com/theme/travello/images/about_1.jpg	(from https://preview.colorlib.com/theme/travello/about.html)
15:32:05	5835/5835	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2216cb-570713841b940%22	https://preview.colorlib.com/theme/travello/images/mountain.svg	C:/Users/vyshn/Downloads/demoweb/preview.colorlib.com/theme/travello/images/mountain.svg	(from https://preview.colorlib.com/theme/travello/about.html)
15:32:06	8112/8112	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221fb0-570713804b040%22	https://preview.colorlib.com/theme/travello/images/island.svg	C:/Users/vyshn/Downloads/demoweb/preview.colorlib.com/theme/travello/images/island.svg	(from https://preview.colorlib.com/theme/travello/about.html)
15:32:06	5366/5366	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2214f6-5707136e2c580%22	https://preview.colorlib.com/theme/travello/images/camera.svg	C:/Users/vyshn/Downloads/demoweb/preview.colorlib.com/theme/travello/images/camera.svg	(from https://preview.colorlib.com/theme/travello/about.html)
15:32:07	5989/5989	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221765-5707136d38340%22	https://preview.colorlib.com/theme/travello/images/boat.svg	C:/Users/vyshn/Downloads/demoweb/preview.colorlib.com/theme/travello/images/boat.svg	(from https://preview.colorlib.com/theme/travello/about.html)
15:32:07	69668/69668	---M--	200	added ('OK')	image/jpeg	etag:%2211024-570713935dd40%22	https://preview.colorlib.com/theme/travello/images/why_1.jpg	C:/Users/vyshn/Downloads/demoweb/preview.colorlib.com/theme/travello/images/why_1.jpg	(from https://preview.colorlib.com/theme/travello/about.html)
15:32:08	4064/4064	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22fe0-5707139451f80%22	https://preview.colorlib.com/theme/travello/images/why_1.svg	C:/Users/vyshn/Downloads/demoweb/preview.colorlib.com/theme/travello/images/why_1.svg	(from https://preview.colorlib.com/theme/travello/about.html)
15:32:08	155366/155366	---M--	200	added ('OK')	image/jpeg	etag:%2225ee6-570713972e640%22	https://preview.colorlib.com/theme/travello/images/why_2.jpg	C:/Users/vyshn/Downloads/demoweb/preview.colorlib.com/theme/travello/images/why_2.jpg	(from https://preview.colorlib.com/theme/travello/about.html)
15:32:08	3947/3947	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f6b-57071395461c0%22	https://preview.colorlib.com/theme/travello/images/why_2.svg	C:/Users/vyshn/Downloads/demoweb/preview.colorlib.com/theme/travello/images/why_2.svg	(from https://preview.colorlib.com/theme/travello/about.html)
15:32:09	63779/63779	---M--	200	added ('OK')	image/jpeg	etag:%22f923-570713972e640%22	https://preview.colorlib.com/theme/travello/images/why_3.jpg	C:/Users/vyshn/Downloads/demoweb/preview.colorlib.com/theme/travello/images/why_3.jpg	(from https://preview.colorlib.com/theme/travello/about.html)
15:32:09	7709/7709	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221e1d-5707139916ac0%22	https://preview.colorlib.com/theme/travello/images/why_3.svg	C:/Users/vyshn/Downloads/demoweb/preview.colorlib.com/theme/travello/images/why_3.svg	(from https://preview.colorlib.com/theme/travello/about.html)
15:32:10	9967/9967	---M--	200	added ('OK')	image/jpeg	etag:%2226ef-5707138cb0d80%22	https://preview.colorlib.com/theme/travello/images/team_1.jpg	C:/Users/vyshn/Downloads/demoweb/preview.colorlib.com/theme/travello/images/team_1.jpg	(from https://preview.colorlib.com/theme/travello/about.html)
